time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-01-05T18:55:06.950Z,-18.0884,-172.2384,10,5.1,mb,,66,2.402,1.21,us,us2000j0j1,2019-01-09T17:48:41.040Z,"194km ENE of Neiafu, Tonga",earthquake,9.5,1.8,0.087,43,reviewed,us,us
2019-01-05T18:52:57.130Z,14.3954,-93.155,35,4.7,mwr,,81,1.42,0.83,us,us2000j0ix,2019-01-09T17:39:32.915Z,"86km WSW of Puerto Madero, Mexico",earthquake,7.1,1.9,0.089,12,reviewed,us,us
2019-01-05T18:50:14.910Z,51.2357,-178.1187,45.6,3.4,ml,,,,0.3,us,us2000j0mh,2019-01-09T17:22:28.040Z,"69km E of Amatignak Island, Alaska",earthquake,4.4,10,,,reviewed,ak,ak
2019-01-05T18:47:12.090Z,51.3711,-178.1256,33,5.9,mww,,42,0.466,1.35,us,us2000j0iw,2019-01-09T17:16:43.679Z,"57km S of Tanaga Volcano, Alaska",earthquake,5.8,1.8,0.036,73,reviewed,us,us
2019-01-05T18:25:58.247Z,61.195,-149.9248,39.5,3.3,ml,,,,0.72,ak,ak0198kk0p9,2019-01-09T16:51:08.040Z,"2km SSW of Anchorage, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-01-05T18:13:46.180Z,3.0922,31.3951,16.42,4.8,mb,,53,3.727,0.72,us,us2000j0ip,2019-01-09T16:30:04.923Z,"44km SSE of Yumbe, Uganda",earthquake,4.8,4.2,0.073,58,reviewed,us,us
2019-01-05T17:30:22.390Z,32.6413333,-118.0498333,5.84,3.15,ml,66,209,0.459,0.3,ci,ci38417624,2019-01-09T16:20:14.040Z,"34km SE of San Clemente Is. (SE tip), CA",earthquake,0.46,31.61,0.132,235,reviewed,ci,ci
2019-01-05T17:28:48.640Z,18.9051,-65.1921,24,2.76,md,7,330,1.0067,0.24,pr,pr2019005014,2019-01-09T15:52:05.040Z,"61km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.15,20.06,0.46,6,reviewed,pr,pr
2019-01-05T17:08:31.510Z,14.9053,-91.4579,147.82,4.5,mb,,81,0.412,0.81,us,us2000j0ig,2019-01-09T15:14:19.040Z,"2km ENE of San Andres Xecul, Guatemala",earthquake,7.5,4.9,0.046,142,reviewed,us,us
2019-01-05T16:45:47.760Z,18.8931,-65.1101,21,2.86,md,15,326,1.0535,0.3,pr,pr2019005012,2019-01-05T17:20:30.111Z,"63km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.71,25.14,0.4,14,reviewed,pr,pr
2019-01-05T12:44:28.775Z,62.833,-149.5559,51.6,2.8,ml,,,,0.84,ak,ak0198h3fdf,2019-01-05T13:10:26.040Z,"62km NNE of Talkeetna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-01-05T12:38:57.998Z,57.2113,-142.8725,10,2.6,ml,,,,1.3,ak,ak0198h2dc0,2019-01-05T21:16:59.466Z,"Gulf of Alaska",earthquake,,0,,,reviewed,ak,ak
2019-01-05T11:19:27.100Z,12.8856,-88.6629,71.19,4.5,mb,,137,1.584,0.63,us,us2000j0hj,2019-01-07T02:21:13.986Z,"45km SSW of Puerto El Triunfo, El Salvador",earthquake,7.8,9,0.048,127,reviewed,us,us
2019-01-05T10:54:58.250Z,-0.8358,127.6335,18.94,5.4,mww,,98,1.619,0.9,us,us2000j0hh,2019-01-06T10:57:20.016Z,"57km N of Laiwui, Indonesia",earthquake,7,4.5,0.073,18,reviewed,us,us
2019-01-05T09:37:00.630Z,26.3351,-110.5708,10,4.4,mb,,151,2.695,1.46,us,us2000j0h7,2019-01-05T13:45:38.702Z,"85km ENE of Loreto, Mexico",earthquake,6.5,1.8,0.065,67,reviewed,us,us
2019-01-05T08:56:40.520Z,56.4147,-155.8841,34.8,3.1,ml,,,,0.54,ak,ak0198esaip,2019-01-05T09:07:49.040Z,"61km NNW of Chirikof Island, Alaska",earthquake,,230.4,,,automatic,ak,ak
2019-01-05T08:30:09.310Z,-18.6435,-69.3595,131.04,4.3,mb,,68,0.918,0.87,us,us2000j0gr,2019-01-06T09:54:06.040Z,"53km SSE of Putre, Chile",earthquake,7.3,7.5,0.119,20,reviewed,us,us
2019-01-05T07:20:14.650Z,19.2638333,-155.3975,30.7,2.73,ml,29,98,0.02619,0.1,hv,hv70757446,2019-01-06T22:33:15.320Z,"10km ENE of Pahala, Hawaii",earthquake,1.08,0.78,0.179,39,reviewed,hv,hv
2019-01-05T06:32:17.700Z,31.2274,130.7348,112.3,4.6,mb,,83,1.895,0.6,us,us2000j0gb,2019-01-05T07:00:43.040Z,"8km E of Ibusuki, Japan",earthquake,6.3,6.6,0.059,85,reviewed,us,us
2019-01-05T06:12:35.030Z,-24.1964,-67.4665,195.55,4,mb,,73,1.4,0.98,us,us2000j0g9,2019-01-05T06:42:54.040Z,"116km W of San Antonio de los Cobres, Argentina",earthquake,8,12.6,0.196,7,reviewed,us,us
2019-01-05T04:54:59.600Z,19.346,-68.0415,75,2.91,md,9,235,0.8988,0.45,pr,pr2019005004,2019-01-05T22:57:16.040Z,"71km N of Punta Cana, Dominican Republic",earthquake,4.99,9.53,0.28,8,reviewed,pr,pr
2019-01-05T04:20:15.040Z,40.425,28.3462,10,3.7,ml,,103,1.704,0.88,us,us2000j0fw,2019-01-08T09:37:14.124Z,"23km NNW of Karacabey, Turkey",earthquake,3.1,2,0.076,23,reviewed,us,us
2019-01-05T03:24:04.780Z,18.4656,-67.9348,105,2.56,md,6,171,0.4628,0.48,pr,pr2019005003,2019-01-05T22:54:52.040Z,"61km E of Punta Cana, Dominican Republic",earthquake,7.77,3.68,0.37,6,reviewed,pr,pr
2019-01-05T03:17:15.120Z,18.9588,-68.2476,71,3.15,md,6,238,0.4646,0.45,pr,pr2019005002,2019-01-05T22:41:54.040Z,"64km NNE of Punta Cana, Dominican Republic",earthquake,5.69,5.15,0.29,5,reviewed,pr,pr
2019-01-05T03:11:52.760Z,-0.8482,127.5302,10,4.7,mb,,113,1.617,1.39,us,us2000j0ff,2019-01-05T03:28:52.040Z,"57km NNW of Laiwui, Indonesia",earthquake,6.5,1.9,0.104,28,reviewed,us,us
2019-01-05T01:56:58.690Z,19.5018,-67.9885,37,2.95,md,3,253,1.3562,0.42,pr,pr2019005001,2019-01-05T22:37:50.040Z,"78km N of Punta Cana, Dominican Republic",earthquake,4.03,25.76,0.36,4,reviewed,pr,pr
2019-01-05T01:55:38.140Z,-0.857,127.6686,10,5.1,mww,,84,1.645,1.22,us,us2000j0f5,2019-01-05T02:14:40.040Z,"54km N of Laiwui, Indonesia",earthquake,6.6,1.9,0.073,18,reviewed,us,us
2019-01-05T01:48:46.905Z,61.3722,-150.0951,19.8,2.6,ml,,,,0.93,ak,ak0198akk1u,2019-01-05T22:31:02.040Z,"18km SSW of Big Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-01-05T01:12:37.270Z,18.836,-69.1488,103.71,2.7,ml,,348,0.795,0.28,us,us2000j0ga,2019-01-05T22:26:30.040Z,"5km SW of Pedro Sanchez, Dominican Republic",earthquake,26.5,18.3,0.115,10,reviewed,us,us
2019-01-05T01:04:19.560Z,4.4615,126.1336,122.27,5,mb,,91,2.649,0.9,us,us2000j0f3,2019-01-05T01:22:52.040Z,"127km SE of Sarangani, Philippines",earthquake,7.4,6.6,0.072,62,reviewed,us,us
2019-01-04T22:58:43.690Z,41.8581,-126.0612,10,4.1,mb,,192,1.412,0.72,us,us2000j0ej,2019-01-05T04:13:16.516Z,"148km W of Brookings, Oregon",earthquake,7.7,2,0.062,72,reviewed,us,us
2019-01-04T22:52:47.350Z,16.8489,-61.0629,31.59,4.4,mwr,,90,0.533,0.76,us,us2000j0eh,2019-01-05T01:23:10.990Z,"60km N of Grande Anse, Guadeloupe",earthquake,4.1,5.3,0.056,31,reviewed,us,us
2019-01-04T22:23:40.094Z,60.0467,-153.4609,155.5,3.8,ml,,,,0.73,ak,ak0196zdxr6,2019-01-08T02:46:11.040Z,"62km SW of Redoubt Volcano, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-01-04T22:18:56.620Z,-21.0141,-69.136,139.95,4.7,mb,,94,0.329,1.41,us,us2000j0e3,2019-01-04T22:33:30.040Z,"136km SE of Iquique, Chile",earthquake,5.8,6.7,0.275,4,reviewed,us,us
2019-01-04T21:49:33.180Z,19.2463,-67.3563,32,2.83,md,6,325,0.8165,0.26,pr,pr2019004011,2019-01-05T04:01:31.040Z,"84km NNW of San Antonio, Puerto Rico",earthquake,2.029,11.65,0.29,6,reviewed,pr,pr
2019-01-04T21:43:11.330Z,11.2897,-39.7617,10,4.9,mb,,68,17.434,0.75,us,us2000j0ds,2019-01-05T04:52:08.040Z,"North Atlantic Ocean",earthquake,6.8,1.8,0.099,32,reviewed,us,us
2019-01-04T19:27:38.680Z,40.1937,19.7243,12.84,4.8,mb,,35,0.483,1.26,us,us2000j0ch,2019-01-05T14:46:11.425Z,"10km N of Himare, Albania",earthquake,3.7,3.8,0.05,124,reviewed,us,us
2019-01-04T17:17:33.310Z,34.2576,45.6948,11.83,4.2,mb,,73,0.857,0.64,us,us2000j0bh,2019-01-06T14:09:04.692Z,"27km SW of Sarpol-e Zahab, Iran",earthquake,6.1,5.9,0.117,24,reviewed,us,us
2019-01-04T14:58:41.660Z,19.1673,-67.8926,63,2.88,md,14,261,0.816,0.81,pr,pr2019004012,2019-01-09T13:40:55.755Z,"84km NE of Punta Cana, Dominican Republic",earthquake,6.75,11.68,0.36,12,reviewed,pr,pr
2019-01-04T14:33:00.250Z,10.9556,-61.3498,35,4.6,ml,,85,1.207,1.22,us,us2000j0qg,2019-01-06T07:30:07.636Z,"34km NE of Petit Valley, Trinidad and Tobago",earthquake,4.5,2,0.077,22,reviewed,us,us
2019-01-04T14:01:55.960Z,33.0988333,-116.5238333,8.63,2.47,ml,100,18,0.06439,0.19,ci,ci38416320,2019-01-05T16:00:19.873Z,"8km ENE of Julian, CA",earthquake,0.12,0.37,0.15,26,reviewed,ci,ci
2019-01-04T13:27:22.109Z,54.3554,-161.6477,24.9,3.3,ml,,,,0.58,ak,ak0196u1ujc,2019-01-04T18:20:23.893Z,"115km SE of Cold Bay, Alaska",earthquake,,1.6,,,reviewed,ak,ak
2019-01-04T13:11:33.470Z,38.5886667,-112.2611667,-2.58,2.62,ml,26,66,0.09309,0.23,uu,uu60308897,2019-01-04T15:37:28.350Z,"13km WSW of Monroe, Utah",earthquake,0.34,1.03,0.129,11,reviewed,uu,uu
2019-01-04T12:48:14.410Z,26.2623,-110.6803,10,2.9,ml,,142,1.748,0.68,us,us2000j0qc,2019-01-06T07:02:26.040Z,"72km ENE of Loreto, Mexico",earthquake,7.5,2,0.128,8,reviewed,us,us
2019-01-04T12:33:05.950Z,26.3473,-110.8389,10,4.9,mb,,145,1.583,1.22,us,us2000j09h,2019-01-04T19:43:59.915Z,"62km NE of Loreto, Mexico",earthquake,7.5,1.9,0.053,112,reviewed,us,us
2019-01-04T10:27:57.550Z,19.2076,-67.7675,70,2.96,md,12,262,0.8722,0.59,pr,pr2019004007,2019-01-08T10:55:24.040Z,"104km NE of Punta Cana, Dominican Republic",earthquake,5.37,9,0.32,10,reviewed,pr,pr
2019-01-04T10:11:20.110Z,36.0539,71.7585,117.31,4.5,mb,,69,1.475,0.91,us,us2000j092,2019-01-04T10:43:00.040Z,"23km N of Chitral, Pakistan",earthquake,5.8,5.5,0.115,22,reviewed,us,us
2019-01-04T09:17:03.730Z,19.2033,-65.388,108,3.34,md,9,325,1.1569,0.55,pr,pr2019004004,2019-01-08T09:56:47.040Z,"69km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,9.33,12.15,0.06,5,reviewed,pr,pr
2019-01-04T08:49:53.390Z,-2.8458,-76.3086,126.43,4.6,mb,,94,2.969,0.83,us,us2000j07n,2019-01-04T09:07:39.040Z,"209km ESE of Macas, Ecuador",earthquake,8.6,7.8,0.063,75,reviewed,us,us
2019-01-04T08:40:14.440Z,19.1188,-67.8475,56,2.91,md,7,265,0.8068,0.18,pr,pr2019004009,2019-01-06T09:37:40.040Z,"84km NE of Punta Cana, Dominican Republic",earthquake,2.17,6.19,0.22,5,reviewed,pr,pr
2019-01-04T08:31:05.239Z,59.1007,-138.2629,0,2.5,ml,,,,0.84,ak,ak0196r3if1,2019-01-04T08:36:15.483Z,"97km ESE of Yakutat, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-01-04T07:29:37.450Z,42.679,-111.2051,8.09,2.5,ml,,59,0.115,0.39,us,us2000j0aa,2019-01-06T09:35:29.040Z,"22km WSW of Afton, Wyoming",earthquake,1.8,1.7,0.066,30,reviewed,us,us
2019-01-04T06:49:23.370Z,54.9099,164.8229,10,4.4,mb,,170,4.106,0.49,us,us2000j07a,2019-01-04T07:06:28.040Z,"81km WSW of Nikol'skoye, Russia",earthquake,13.6,2,0.101,28,reviewed,us,us
2019-01-04T06:22:44.590Z,-6.5098,130.3935,117.72,5.6,mww,,29,1.716,0.77,us,us2000j076,2019-01-07T16:37:34.040Z,"189km NNW of Saumlaki, Indonesia",earthquake,5.7,5.7,0.071,19,reviewed,us,us
2019-01-04T06:19:48.130Z,52.3575,-173.2549,92.99,3.4,ml,,178,0.599,0.56,us,us2000j0bv,2019-01-06T09:32:16.040Z,"66km ENE of Atka, Alaska",earthquake,8.9,11.2,,,reviewed,us,ak
2019-01-04T04:37:53.828Z,55.2318,-157.8872,28.4,3.4,ml,,,,0.33,ak,ak0196or5yo,2019-01-05T18:48:24.613Z,"116km ENE of Chernabura Island, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2019-01-04T03:50:47.390Z,-28.9553,-178.3101,203.13,4.8,mb,,81,0.441,0.96,us,us2000j06i,2019-01-04T23:54:41.040Z,"52km NW of Raoul Island, New Zealand",earthquake,14.6,5.2,0.104,31,reviewed,us,us
2019-01-04T03:08:03.630Z,17.9333,-68.3008,60,2.75,md,14,222,0.5862,0.53,pr,pr2019004001,2019-01-04T22:23:36.040Z,"61km SE of Boca de Yuma, Dominican Republic",earthquake,4.26,5.84,0.35,14,reviewed,pr,pr
2019-01-04T02:30:34.980Z,13.6312,-90.752,35,4,mb,,178,1.275,1.43,us,us2000j06y,2019-01-05T11:40:27.770Z,"33km SSE of Puerto San Jose, Guatemala",earthquake,4.2,2,0.183,8,reviewed,us,us
2019-01-04T02:27:04.866Z,56.4181,-159.0868,133.5,2.7,ml,,,,0.36,ak,ak0196ni2lt,2019-01-04T22:16:31.040Z,"27km NW of Chignik Lake, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2019-01-04T01:16:47.400Z,19.0271,-64.2701,91,3.16,md,6,345,1.8098,0.19,pr,pr2019004000,2019-01-04T22:11:32.040Z,"82km NE of Road Town, British Virgin Islands",earthquake,5.48,9.3,0.36,6,reviewed,pr,pr
2019-01-04T00:27:43.547Z,69.6037,-144.2652,6.3,2.7,ml,,,,0.86,ak,ak0196mb9o2,2019-01-04T00:42:59.040Z,"63km SSW of Kaktovik, Alaska",earthquake,,3.7,,,automatic,ak,ak
2019-01-03T23:35:22.280Z,18.2166,-68.6628,77,2.72,md,9,212,1.5673,0.43,pr,pr2019003008,2019-01-05T03:57:21.040Z,"54km SSW of Boca de Yuma, Dominican Republic",earthquake,6.24,4.3,0.24,9,reviewed,pr,pr
2019-01-03T22:59:21.850Z,22.9,121.1959,5.78,4.4,mb,,102,0.134,0.88,us,us2000j05k,2019-01-05T04:50:11.040Z,"16km NNE of Taitung City, Taiwan",earthquake,3.3,5.2,0.103,27,reviewed,us,us
2019-01-03T22:44:26.810Z,19.4416667,-155.6106667,-0.77,2.47,ml,39,108,0.01258,0.12,hv,hv70755941,2019-01-05T03:49:04.040Z,"26km E of Honaunau-Napoopoo, Hawaii",earthquake,0.2,0.3,0.102,30,reviewed,hv,hv
2019-01-03T21:35:15.350Z,54.8864,164.6918,10,5.4,mb,,69,4.027,0.67,us,us2000j04m,2019-01-05T04:43:06.040Z,"89km WSW of Nikol'skoye, Russia",earthquake,7.7,1.8,0.024,582,reviewed,us,us
2019-01-03T21:34:16.850Z,50.1042,-176.7506,29,2.6,ml,,268,1.768,1.01,us,us2000j05j,2019-01-05T03:41:56.040Z,"197km S of Adak, Alaska",earthquake,7.9,15.6,,,reviewed,us,ak
2019-01-03T21:11:51.720Z,-5.6193,-76.9012,43.68,4.9,mb,,139,3.915,0.59,us,us2000j04a,2019-01-05T04:21:43.004Z,"48km N of Moyobamba, Peru",earthquake,8.9,8.4,0.043,167,reviewed,us,us
2019-01-03T20:59:02.640Z,2.3672,127.2966,58.38,4.8,mww,,104,1.586,0.67,us,us2000j048,2019-01-03T21:49:19.040Z,"106km NW of Tobelo, Indonesia",earthquake,7.8,7.1,0.073,18,reviewed,us,us
2019-01-03T20:55:26.715Z,61.8845,-147.324,39.7,3.6,ml,,,,0.55,ak,ak0195aujzk,2019-01-03T21:55:49.040Z,"81km E of Sutton-Alpine, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-01-03T20:51:38.562Z,61.3543,-150.1317,19.8,2.6,ml,,,,0.82,ak,ak0195atq3v,2019-01-04T04:54:12.945Z,"17km SSW of Big Lake, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-01-03T20:46:15.010Z,48.8169,153.7906,80.65,5.3,mb,,48,5.213,1.12,us,us2000j03t,2019-01-03T21:42:37.040Z,"266km SW of Severo-Kuril'sk, Russia",earthquake,9.4,4.1,0.031,339,reviewed,us,us
2019-01-03T20:07:17.990Z,54.9088,165.5045,10,4.3,mb,,167,4.466,0.52,us,us2000j03q,2019-01-03T21:21:56.040Z,"44km SW of Nikol'skoye, Russia",earthquake,7.7,2,0.104,26,reviewed,us,us
